positionId,positionName,committeeId,committeeName,schoolId,schoolName
300,"Dominican Republic",103,"United Nations Economic and Social Council",115,"King School"
420,Spain,108,"United Nations Educational, Scientific, and Cultural Organization",115,"King School"
122,Italy,110,"United Nations High Commissioner for Refugees",115,"King School"
828,"Estonian Soviet Socialist Republic",115,"27th Congress of the Communist Party of the Soviet Union (1986)",154,"Lincoln School"
831,"Kirgiz Soviet Socialist Republic",115,"27th Congress of the Communist Party of the Soviet Union (1986)",154,"Lincoln School"
14,Ghana,109,"African Union",154,"Lincoln School"
198,Mauritania,104,"Arab League",154,"Lincoln School"
57,"Iceland ",97,"Disarmament and International Security Committee",154,"Lincoln School"
177,Luxembourg,99,"European Union",154,"Lincoln School"
384,Ghana,105,"GA Plenary",154,"Lincoln School"
429,"Belgium ",101,"Security Council",154,"Lincoln School"
462,"Papua New Guinea",111,"Special Political and Decolonization Committee",154,"Lincoln School"
311,Mexico,103,"United Nations Economic and Social Council",154,"Lincoln School"
413,Iraq,108,"United Nations Educational, Scientific, and Cultural Organization",154,"Lincoln School"
237,Iran,102,"United Nations Environmental Programme",154,"Lincoln School"
25,"Somalia ",109,"African Union",125,"Longmeeadow High School"
189,Algeria,104,"Arab League",125,"Longmeeadow High School"
49,Indonesia,97,"Disarmament and International Security Committee",125,"Longmeeadow High School"
171,Greece,99,"European Union",125,"Longmeeadow High School"
379,"New Zealand",105,"GA Plenary",125,"Longmeeadow High School"
443,Italy,111,"Special Political and Decolonization Committee",125,"Longmeeadow High School"
312,Morocco,103,"United Nations Economic and Social Council",125,"Longmeeadow High School"
406,Cuba,108,"United Nations Educational, Scientific, and Cultural Organization",125,"Longmeeadow High School"
232,Luxembourg,102,"United Nations Environmental Programme",125,"Longmeeadow High School"
576,Australia,95,"Accelerando 2030",123,"Meridian Academy"
592,"Position 5",81,Ad-Hoc,123,"Meridian Academy"
31,"Tunisia ",109,"African Union",123,"Meridian Academy"
811,"Jeffrey M. Blackburn",91,"Amazon Board of Directors (2019)",123,"Meridian Academy"
815,"David A. Zapolsky",91,"Amazon Board of Directors (2019)",123,"Meridian Academy"
207,Tunisia,104,"Arab League",123,"Meridian Academy"
557,"Tom Watson, Deputy Leader of the Labour Party",93,Brexit,123,"Meridian Academy"
687,"King Erik of Norway, Sweden, and Denmark",88,"Congress of Lutsk (1429) ",123,"Meridian Academy"
694,"Delegate Bedrich",88,"Congress of Lutsk (1429) ",123,"Meridian Academy"
631,Peru,84,"Congress of Panama (1826)",123,"Meridian Academy"
69,"Saudi Arabia",97,"Disarmament and International Security Committee",123,"Meridian Academy"
162,Bulgaria,99,"European Union",123,"Meridian Academy"
361,France,105,"GA Plenary",123,"Meridian Academy"
668,"Jane Hun",87,"Seneca Falls Convention (1848)",123,"Meridian Academy"
667,"Henry Brewster Stanton",87,"Seneca Falls Convention (1848)",123,"Meridian Academy"
20,Morocco,109,"African Union",110,"Michael E. DeBakey High School for Health Professions"
51,Kuwait,97,"Disarmament and International Security Committee",110,"Michael E. DeBakey High School for Health Professions"
168,Finland,99,"European Union",110,"Michael E. DeBakey High School for Health Professions"
375,Zimbabwe,105,"GA Plenary",110,"Michael E. DeBakey High School for Health Professions"
745,"Ahmed Tewfik El Madani",89,"Post-Colonial Algeria (1962)",110,"Michael E. DeBakey High School for Health Professions"
448,"Russian Federation",111,"Special Political and Decolonization Committee",110,"Michael E. DeBakey High School for Health Professions"
614,"William Simon U’Ren",77,"The Gilded Age (1892)",110,"Michael E. DeBakey High School for Health Professions"
608,"George Hoar",77,"The Gilded Age (1892)",110,"Michael E. DeBakey High School for Health Professions"
328,Yemen,103,"United Nations Economic and Social Council",110,"Michael E. DeBakey High School for Health Professions"
412,Indonesia,108,"United Nations Educational, Scientific, and Cultural Organization",110,"Michael E. DeBakey High School for Health Professions"
231,Afghanistan,102,"United Nations Environmental Programme",110,"Michael E. DeBakey High School for Health Professions"
117,Egypt,110,"United Nations High Commissioner for Refugees",110,"Michael E. DeBakey High School for Health Professions"
73,France,98,"United Nations Human Rights Council",110,"Michael E. DeBakey High School for Health Professions"
283,Qatar,106,"United Nations International Children’s Emergency Fund",110,"Michael E. DeBakey High School for Health Professions"
352,Sudan,100,"United Nations Office on Drugs and Crime",110,"Michael E. DeBakey High School for Health Professions"
22,Niger,109,"African Union",106,"Millbrook School"
552,"Arlene Foster, Leader of the Northern Irish Democratic Unionist Party",93,Brexit,106,"Millbrook School"
515,"Jean-Paul Rabaut Saint-Etienne",80,"Estates General (1789)",106,"Millbrook School"
393,Algeria,105,"GA Plenary",106,"Millbrook School"
490,"Hermila Galindo Acosta",82,"Mexican Constitutional Congress (1917)",106,"Millbrook School"
799,Egypt,112,"Organization of African Unity (1963)",106,"Millbrook School"
802,Tunisia,112,"Organization of African Unity (1963)",106,"Millbrook School"
844,"China Daily 1",83,"Press Corps (2019)",106,"Millbrook School"
855,"Yomiuri Shimbun 2",83,"Press Corps (2019)",106,"Millbrook School"
469,"Ward 6: Councilwoman Margaret Kelly",78,"Providence City Council (1975)",106,"Millbrook School"
625,"Leland Stanford",77,"The Gilded Age (1892)",106,"Millbrook School"
618,"Bellamy Storer",77,"The Gilded Age (1892)",106,"Millbrook School"
325,"United Arab Emirates",103,"United Nations Economic and Social Council",106,"Millbrook School"
116,Djibouti,110,"United Nations High Commissioner for Refugees",106,"Millbrook School"
23,Nigeria,109,"African Union",121,"Montclair Kimberley Academy"
200,Oman,104,"Arab League",121,"Montclair Kimberley Academy"
542,"Nancy Kassebaum - Kansas",79,"Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW)",121,"Montclair Kimberley Academy"
42,China,97,"Disarmament and International Security Committee",121,"Montclair Kimberley Academy"
506,"Julien Raimond",80,"Estates General (1789)",121,"Montclair Kimberley Academy"
164,Cyprus,99,"European Union",121,"Montclair Kimberley Academy"
385,Nigeria,105,"GA Plenary",121,"Montclair Kimberley Academy"
740,"Jean Sénac",89,"Post-Colonial Algeria (1962)",121,"Montclair Kimberley Academy"
742,"Danièle Djamila Amrane-Minne",89,"Post-Colonial Algeria (1962)",121,"Montclair Kimberley Academy"
666,"Mary Ann M’Clintock",87,"Seneca Falls Convention (1848)",121,"Montclair Kimberley Academy"
677,"Edward F. Underhill",87,"Seneca Falls Convention (1848)",121,"Montclair Kimberley Academy"
450,USA,111,"Special Political and Decolonization Committee",121,"Montclair Kimberley Academy"
315,"People's Republic of China",103,"United Nations Economic and Social Council",121,"Montclair Kimberley Academy"
405,Canada,108,"United Nations Educational, Scientific, and Cultural Organization",121,"Montclair Kimberley Academy"
230,Pakistan,102,"United Nations Environmental Programme",121,"Montclair Kimberley Academy"
128,Portugal,110,"United Nations High Commissioner for Refugees",121,"Montclair Kimberley Academy"
36,Guinea,109,"African Union",116,"NYC Lab School for Collaborative Studies"
524,"Edward Kennedy - Massachusetts",79,"Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW)",116,"NYC Lab School for Collaborative Studies"
56,"Norway ",97,"Disarmament and International Security Committee",116,"NYC Lab School for Collaborative Studies"
180,Poland,99,"European Union",116,"NYC Lab School for Collaborative Studies"
388,Ecuador,105,"GA Plenary",116,"NYC Lab School for Collaborative Studies"
736,"Ahmed Ben Bella",89,"Post-Colonial Algeria (1962)",116,"NYC Lab School for Collaborative Studies"
467,"Ward 4: Councilman Elias Hargrave",78,"Providence City Council (1975)",116,"NYC Lab School for Collaborative Studies"
674,"Charlotte Woodward",87,"Seneca Falls Convention (1848)",116,"NYC Lab School for Collaborative Studies"
664,"Elizabeth Cady Stanton",87,"Seneca Falls Convention (1848)",116,"NYC Lab School for Collaborative Studies"
26,"South Africa",109,"African Union",108,"NYC iSchool"
545,"Theresa May, Prime Minister of the United Kingdom, leader of the Conservative party",93,Brexit,108,"NYC iSchool"
523,"Vincent Oge",80,"Estates General (1789)",108,"NYC iSchool"
363,Germany,105,"GA Plenary",108,"NYC iSchool"
853,"DAWN 2",83,"Press Corps (2019)",108,"NYC iSchool"
854,"Sydney Morning Herald 2",83,"Press Corps (2019)",108,"NYC iSchool"
478,"Ward 15: Councilwoman Jennifer Tyler",78,"Providence City Council (1975)",108,"NYC iSchool"
611,"Robert M. La Follette",77,"The Gilded Age (1892)",108,"NYC iSchool"
623,"Horace White",77,"The Gilded Age (1892)",108,"NYC iSchool"
326,USA,103,"United Nations Economic and Social Council",108,"NYC iSchool"
210,"United Kingdom",102,"United Nations Environmental Programme",108,"NYC iSchool"
101,USA,110,"United Nations High Commissioner for Refugees",108,"NYC iSchool"
83,Italy,98,"United Nations Human Rights Council",108,"NYC iSchool"
582,UAE,95,"Accelerando 2030",83,"New Canaan High School"
597,"Position 10",81,Ad-Hoc,83,"New Canaan High School"
9,"Cote d'Ivoire",109,"African Union",83,"New Canaan High School"
202,Qatar,104,"Arab League",83,"New Canaan High School"
536,"Charles Mathias Jr. - Maryland",79,"Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW)",83,"New Canaan High School"
62,"Madagascar ",97,"Disarmament and International Security Committee",83,"New Canaan High School"
507,"Reémy-Louis de Croÿ",80,"Estates General (1789)",83,"New Canaan High School"
178,Malta,99,"European Union",83,"New Canaan High School"
358,"United States",105,"GA Plenary",83,"New Canaan High School"
435,Kuwait,101,"Security Council",83,"New Canaan High School"
449,"Germany ",111,"Special Political and Decolonization Committee",83,"New Canaan High School"
704,"Saudi Arabia",85,"UN Climate Change Conference (2020)",83,"New Canaan High School"
727,Indonesia,85,"UN Climate Change Conference (2020)",83,"New Canaan High School"
258,"El Salvador",107,"UN Women",83,"New Canaan High School"
305,India,103,"United Nations Economic and Social Council",83,"New Canaan High School"
404,Brazil,108,"United Nations Educational, Scientific, and Cultural Organization",83,"New Canaan High School"
234,Brazil,102,"United Nations Environmental Programme",83,"New Canaan High School"
105,Chile,110,"United Nations High Commissioner for Refugees",83,"New Canaan High School"
93,Sweden,98,"United Nations Human Rights Council",83,"New Canaan High School"
275,Finland,106,"United Nations International Children’s Emergency Fund",83,"New Canaan High School"
336,Jordan,100,"United Nations Office on Drugs and Crime",83,"New Canaan High School"
136,Algeria,96,"World Health Organization",83,"New Canaan High School"
568,"United Kingdom",95,"Accelerando 2030",156,"Northern Highlands"
601,"Position 14",81,Ad-Hoc,156,"Northern Highlands"
32,Uganda,109,"African Union",156,"Northern Highlands"
190,Bahrain,104,"Arab League",156,"Northern Highlands"
68,Egypt,97,"Disarmament and International Security Committee",156,"Northern Highlands"
179,Netherlands,99,"European Union",156,"Northern Highlands"
369,Canada,105,"GA Plenary",156,"Northern Highlands"
431,"Equatorial Guinea",101,"Security Council",156,"Northern Highlands"
447,Syria,111,"Special Political and Decolonization Committee",156,"Northern Highlands"
249,Mongolia,107,"UN Women",156,"Northern Highlands"
303,France,103,"United Nations Economic and Social Council",156,"Northern Highlands"
411,Hungary,108,"United Nations Educational, Scientific, and Cultural Organization",156,"Northern Highlands"
215,Algeria,102,"United Nations Environmental Programme",156,"Northern Highlands"
112,Somalia,110,"United Nations High Commissioner for Refugees",156,"Northern Highlands"
71,USA,98,"United Nations Human Rights Council",156,"Northern Highlands"
292,India,106,"United Nations International Children’s Emergency Fund",156,"Northern Highlands"
342,Lithuania,100,"United Nations Office on Drugs and Crime",156,"Northern Highlands"
583,France,95,"Accelerando 2030",130,"Oceanside High School"
591,"Position 4",81,Ad-Hoc,130,"Oceanside High School"
1,"Algeria ",109,"African Union",130,"Oceanside High School"
205,Sudan,104,"Arab League",130,"Oceanside High School"
64,"South Korea ",97,"Disarmament and International Security Committee",130,"Oceanside High School"
167,Estonia,99,"European Union",130,"Oceanside High School"
382,Egypt,105,"GA Plenary",130,"Oceanside High School"
437,Poland,101,"Security Council",130,"Oceanside High School"
683,"Harriet Cady Eaton",87,"Seneca Falls Convention (1848)",130,"Oceanside High School"
684,"Cynthia Davis",87,"Seneca Falls Convention (1848)",130,"Oceanside High School"
458,Argentina,111,"Special Political and Decolonization Committee",130,"Oceanside High School"
241,Ghana,107,"UN Women",130,"Oceanside High School"
297,Brazil,103,"United Nations Economic and Social Council",130,"Oceanside High School"
421,Uganda,108,"United Nations Educational, Scientific, and Cultural Organization",130,"Oceanside High School"
236,Morocco,102,"United Nations Environmental Programme",130,"Oceanside High School"
121,Ireland,110,"United Nations High Commissioner for Refugees",130,"Oceanside High School"
75,Algeria,98,"United Nations Human Rights Council",130,"Oceanside High School"
288,Romania,106,"United Nations International Children’s Emergency Fund",130,"Oceanside High School"
339,Ireland,100,"United Nations Office on Drugs and Crime",130,"Oceanside High School"
150,"Saudi Arabia",96,"World Health Organization",130,"Oceanside High School"
840,"Chechen-Ingush Autonomous Soviet Socialist Republic",115,"27th Congress of the Communist Party of the Soviet Union (1986)",157,PASA
829,"Georgian Soviet Socialist Republic",115,"27th Congress of the Communist Party of the Soviet Union (1986)",157,PASA
574,"Republic of South Africa",95,"Accelerando 2030",157,PASA
588,"Position 1",81,Ad-Hoc,157,PASA
560,"Yvette Cooper - Chair of the Home Affairs Select Committee",93,Brexit,157,PASA
482,"Álvaro Obregón",82,"Mexican Constitutional Congress (1917)",157,PASA
835,"Tajik Soviet Socialist Republic",115,"27th Congress of the Communist Party of the Soviet Union (1986)",155,"Portsmouth Abbey"
573,Ethiopia,95,"Accelerando 2030",155,"Portsmouth Abbey"
596,"Position 9",81,Ad-Hoc,155,"Portsmouth Abbey"
30,"Togo ",109,"African Union",155,"Portsmouth Abbey"
10,Djibouti,109,"African Union",118,"Sharon High School"
562,"Kirsty Blackman, SNP spokesperson on the Economy",93,Brexit,118,"Sharon High School"
534,"Geraldine Ferraro - New York",79,"Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW)",118,"Sharon High School"
54,"South Africa",97,"Disarmament and International Security Committee",118,"Sharon High School"
508,"Louis Philippe Joseph d’Orleans",80,"Estates General (1789)",118,"Sharon High School"
169,France,99,"European Union",118,"Sharon High School"
376,Somalia,105,"GA Plenary",118,"Sharon High School"
491,"Ignacio Bonillas",82,"Mexican Constitutional Congress (1917)",118,"Sharon High School"
734,"Zohra Drif",89,"Post-Colonial Algeria (1962)",118,"Sharon High School"
468,"Ward 5: Councilwoman Helen Blackwood",78,"Providence City Council (1975)",118,"Sharon High School"
679,"Jacob P. Chamberlain",87,"Seneca Falls Convention (1848)",118,"Sharon High School"
676,"James Mott",87,"Seneca Falls Convention (1848)",118,"Sharon High School"
580,Luxembourg,95,"Accelerando 2030",97,"St. John's High School (Shrewsbury)"
581,Singapore,95,"Accelerando 2030",97,"St. John's High School (Shrewsbury)"
529,"Dennis DeConcini - Arizona",79,"Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW)",97,"St. John's High School (Shrewsbury)"
530,"Patrick Leahy - Vermont",79,"Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW)",97,"St. John's High School (Shrewsbury)"
510,"Augustine Robespierre",80,"Estates General (1789)",97,"St. John's High School (Shrewsbury)"
516,"Joseph Martin-Dauch",80,"Estates General (1789)",97,"St. John's High School (Shrewsbury)"
383,"Dominican Republic",105,"GA Plenary",97,"St. John's High School (Shrewsbury)"
391,Spain,105,"GA Plenary",97,"St. John's High School (Shrewsbury)"
460,Lebanon,111,"Special Political and Decolonization Committee",97,"St. John's High School (Shrewsbury)"
453,"United Kingdom",111,"Special Political and Decolonization Committee",97,"St. John's High School (Shrewsbury)"
714,Netherlands,85,"UN Climate Change Conference (2020)",97,"St. John's High School (Shrewsbury)"
718,"Solomon Islands",85,"UN Climate Change Conference (2020)",97,"St. John's High School (Shrewsbury)"
250,Nepal,107,"UN Women",97,"St. John's High School (Shrewsbury)"
260,Australia,107,"UN Women",97,"St. John's High School (Shrewsbury)"
299,"Democratic Republic of the Congo",103,"United Nations Economic and Social Council",97,"St. John's High School (Shrewsbury)"
323,Switzerland,103,"United Nations Economic and Social Council",97,"St. John's High School (Shrewsbury)"
423,Yemen,108,"United Nations Educational, Scientific, and Cultural Organization",97,"St. John's High School (Shrewsbury)"
414,Japan,108,"United Nations Educational, Scientific, and Cultural Organization",97,"St. John's High School (Shrewsbury)"
212,China,102,"United Nations Environmental Programme",97,"St. John's High School (Shrewsbury)"
217,India,102,"United Nations Environmental Programme",97,"St. John's High School (Shrewsbury)"
113,Bahrain,110,"United Nations High Commissioner for Refugees",97,"St. John's High School (Shrewsbury)"
100,"United Kingdom",110,"United Nations High Commissioner for Refugees",97,"St. John's High School (Shrewsbury)"
78,Egypt,98,"United Nations Human Rights Council",97,"St. John's High School (Shrewsbury)"
99,Yemen,98,"United Nations Human Rights Council",97,"St. John's High School (Shrewsbury)"
286,Sudan,106,"United Nations International Children’s Emergency Fund",97,"St. John's High School (Shrewsbury)"
289,Slovakia,106,"United Nations International Children’s Emergency Fund",97,"St. John's High School (Shrewsbury)"
350,Panama,100,"United Nations Office on Drugs and Crime",97,"St. John's High School (Shrewsbury)"
351,Philipines,100,"United Nations Office on Drugs and Crime",97,"St. John's High School (Shrewsbury)"
137,Botswana,96,"World Health Organization",97,"St. John's High School (Shrewsbury)"
153,Qatar,96,"World Health Organization",97,"St. John's High School (Shrewsbury)"
577,Ukraine,95,"Accelerando 2030",92,"Stevenson High School"
602,"Position 15",81,Ad-Hoc,92,"Stevenson High School"
535,"Barbara Jordan - Texas",79,"Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW)",92,"Stevenson High School"
501,"Charlotte Petit Durand",80,"Estates General (1789)",92,"Stevenson High School"
494,"María del Refugio García",82,"Mexican Constitutional Congress (1917)",92,"Stevenson High School"
764,"Cook Islands",92,"Pacific Island Leaders Meeting (2018)",92,"Stevenson High School"
652,"Bryan Bishop",86,"Second International Summit on Human Genome Editing (2018)",92,"Stevenson High School"
661,"Ames Dhai",86,"Second International Summit on Human Genome Editing (2018)",92,"Stevenson High School"
703,Canada,85,"UN Climate Change Conference (2020)",92,"Stevenson High School"
723,"South Africa",85,"UN Climate Change Conference (2020)",92,"Stevenson High School"
244,Rwanda,107,"UN Women",92,"Stevenson High School"
211,USA,102,"United Nations Environmental Programme",92,"Stevenson High School"
74,"Russian Federation",98,"United Nations Human Rights Council",92,"Stevenson High School"
293,Kenya,106,"United Nations International Children’s Emergency Fund",92,"Stevenson High School"
349,"People's Republic of China",100,"United Nations Office on Drugs and Crime",92,"Stevenson High School"
159,Venezuela,96,"World Health Organization",92,"Stevenson High School"
37,Senegal,109,"African Union",91,"Tahanto Regional High School"
262,Sweden,107,"UN Women",91,"Tahanto Regional High School"
89,Portugal,98,"United Nations Human Rights Council",91,"Tahanto Regional High School"
277,Greece,106,"United Nations International Children’s Emergency Fund",91,"Tahanto Regional High School"
346,Morocco,100,"United Nations Office on Drugs and Crime",91,"Tahanto Regional High School"
132,China,96,"World Health Organization",91,"Tahanto Regional High School"
830,"Kazakh Soviet Socialist Republic",115,"27th Congress of the Communist Party of the Soviet Union (1986)",86,"The Abraham Joshua Heschel School"
833,"Lithuanian Soviet Socialist Republic",115,"27th Congress of the Communist Party of the Soviet Union (1986)",86,"The Abraham Joshua Heschel School"
39,"Cape Verde",109,"African Union",86,"The Abraham Joshua Heschel School"
191,Comoros,104,"Arab League",86,"The Abraham Joshua Heschel School"
48,"Germany ",97,"Disarmament and International Security Committee",86,"The Abraham Joshua Heschel School"
496,"Anne Louis Henri de La Fare",80,"Estates General (1789)",86,"The Abraham Joshua Heschel School"
181,Portugal,99,"European Union",86,"The Abraham Joshua Heschel School"
389,Denmark,105,"GA Plenary",86,"The Abraham Joshua Heschel School"
649,"Xiaomei Zhai",86,"Second International Summit on Human Genome Editing (2018)",86,"The Abraham Joshua Heschel School"
645,"David Liu",86,"Second International Summit on Human Genome Editing (2018)",86,"The Abraham Joshua Heschel School"
438,"South Africa",101,"Security Council",86,"The Abraham Joshua Heschel School"
441,Ethiopia,111,"Special Political and Decolonization Committee",86,"The Abraham Joshua Heschel School"
242,Kenya,107,"UN Women",86,"The Abraham Joshua Heschel School"
301,Macedonia,103,"United Nations Economic and Social Council",86,"The Abraham Joshua Heschel School"
408,Ethiopia,108,"United Nations Educational, Scientific, and Cultural Organization",86,"The Abraham Joshua Heschel School"
233,Netherlands,102,"United Nations Environmental Programme",86,"The Abraham Joshua Heschel School"
111,Qatar,110,"United Nations High Commissioner for Refugees",86,"The Abraham Joshua Heschel School"
88,Poland,98,"United Nations Human Rights Council",86,"The Abraham Joshua Heschel School"
272,"Czechia ",106,"United Nations International Children’s Emergency Fund",86,"The Abraham Joshua Heschel School"
341,Latvia,100,"United Nations Office on Drugs and Crime",86,"The Abraham Joshua Heschel School"
142,Libya,96,"World Health Organization",86,"The Abraham Joshua Heschel School"
839,"Russian Soviet Federative Socialist Republic",115,"27th Congress of the Communist Party of the Soviet Union (1986)",96,"The Bronx High School of Science"
827,"Belorussian Soviet Socialist Republic",115,"27th Congress of the Communist Party of the Soviet Union (1986)",96,"The Bronx High School of Science"
565,"United States",95,"Accelerando 2030",96,"The Bronx High School of Science"
598,"Position 11",81,Ad-Hoc,96,"The Bronx High School of Science"
563,"Patrick Grady, SNP Chief Whip",93,Brexit,96,"The Bronx High School of Science"
543,"Cleta Mitchell - Oklahoma",79,"Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW)",96,"The Bronx High School of Science"
519,"Marquis de Lafayette",80,"Estates General (1789)",96,"The Bronx High School of Science"
781,"Carl Joseph Anton Mittermaier",113,"Frankfurt Parliament (1848)",96,"The Bronx High School of Science"
381,Thailand,105,"GA Plenary",96,"The Bronx High School of Science"
487,"William Randolph Hearst",82,"Mexican Constitutional Congress (1917)",96,"The Bronx High School of Science"
809,Togo,112,"Organization of African Unity (1963)",96,"The Bronx High School of Science"
767,Kiribati,92,"Pacific Island Leaders Meeting (2018)",96,"The Bronx High School of Science"
780,"French Polynesia",92,"Pacific Island Leaders Meeting (2018)",96,"The Bronx High School of Science"
646,"He Jiankui",86,"Second International Summit on Human Genome Editing (2018)",96,"The Bronx High School of Science"
654,"Kazuto Kato",86,"Second International Summit on Human Genome Editing (2018)",96,"The Bronx High School of Science"
613,"Joseph Carey",77,"The Gilded Age (1892)",96,"The Bronx High School of Science"
624,"Henry Havemeyer",77,"The Gilded Age (1892)",96,"The Bronx High School of Science"
760,"United Kingdom",94,"Tokyo Trials (1946-48)",96,"The Bronx High School of Science"
752,"Joseph Keeman (US)",94,"Tokyo Trials (1946-48)",96,"The Bronx High School of Science"
722,Sudan,85,"UN Climate Change Conference (2020)",96,"The Bronx High School of Science"
720,"Costa Rica",85,"UN Climate Change Conference (2020)",96,"The Bronx High School of Science"
319,"Russian Federation",103,"United Nations Economic and Social Council",96,"The Bronx High School of Science"
410,Germany,108,"United Nations Educational, Scientific, and Cultural Organization",96,"The Bronx High School of Science"
225,Germany,102,"United Nations Environmental Programme",96,"The Bronx High School of Science"
120,Libya,110,"United Nations High Commissioner for Refugees",96,"The Bronx High School of Science"
92,Spain,98,"United Nations Human Rights Council",96,"The Bronx High School of Science"
284,"Saudi Arabia",106,"United Nations International Children’s Emergency Fund",96,"The Bronx High School of Science"
345,Mexico,100,"United Nations Office on Drugs and Crime",96,"The Bronx High School of Science"
35,"Burkina Faso ",109,"African Union",147,"The Rimun Group"
818,"Daniel P. Huttenlocher",91,"Amazon Board of Directors (2019)",147,"The Rimun Group"
824,"Wendell P. Weeks",91,"Amazon Board of Directors (2019)",147,"The Rimun Group"
208,"The United Arab Emirates",104,"Arab League",147,"The Rimun Group"
690,"Ambassador Pugliesi",88,"Congress of Lutsk (1429) ",147,"The Rimun Group"
686,"Emperor Sigismund of the Holy Roman Empire",88,"Congress of Lutsk (1429) ",147,"The Rimun Group"
639,"Great Britain",84,"Congress of Panama (1826)",147,"The Rimun Group"
634,Chile,84,"Congress of Panama (1826)",147,"The Rimun Group"
46,"Dominican Republic",97,"Disarmament and International Security Committee",147,"The Rimun Group"
166,Denmark,99,"European Union",147,"The Rimun Group"
789,"Joseph Maria von Radowitz",113,"Frankfurt Parliament (1848)",147,"The Rimun Group"
794,"Rudolf Haym",113,"Frankfurt Parliament (1848)",147,"The Rimun Group"
387,Djibouti,105,"GA Plenary",147,"The Rimun Group"
796,Ghana,112,"Organization of African Unity (1963)",147,"The Rimun Group"
808,Somalia,112,"Organization of African Unity (1963)",147,"The Rimun Group"
768,"Republic of Marshall Islands",92,"Pacific Island Leaders Meeting (2018)",147,"The Rimun Group"
771,Niue,92,"Pacific Island Leaders Meeting (2018)",147,"The Rimun Group"
735,"Jacques Derrida",89,"Post-Colonial Algeria (1962)",147,"The Rimun Group"
739,"Emmanuel Roblès",89,"Post-Colonial Algeria (1962)",147,"The Rimun Group"
849,"Times of India 2",83,"Press Corps (2019)",147,"The Rimun Group"
843,"The Guardian 1",83,"Press Corps (2019)",147,"The Rimun Group"
647,"Stephen Quake",86,"Second International Summit on Human Genome Editing (2018)",147,"The Rimun Group"
662,"Mohammed Ghaly",86,"Second International Summit on Human Genome Editing (2018)",147,"The Rimun Group"
434,"Ivory Coast",101,"Security Council",147,"The Rimun Group"
461,Turkey,111,"Special Political and Decolonization Committee",147,"The Rimun Group"
750,"Emperor Hirohito (Japan)",94,"Tokyo Trials (1946-48)",147,"The Rimun Group"
756,"Ivan Michyevich Zaryanov (Soviet Union)",94,"Tokyo Trials (1946-48)",147,"The Rimun Group"
19,"Mauritania ",109,"African Union",90,"Vermont Commons School"
206,Syria,104,"Arab League",90,"Vermont Commons School"
63,"Vietnam ",97,"Disarmament and International Security Committee",90,"Vermont Commons School"
497,"Antoine Eleonor Leon Leclerc de Juign",80,"Estates General (1789)",90,"Vermont Commons School"
174,Italy,99,"European Union",90,"Vermont Commons School"
370,Mexico,105,"GA Plenary",90,"Vermont Commons School"
424,"United Kingdom",101,"Security Council",90,"Vermont Commons School"
725,Brazil,85,"UN Climate Change Conference (2020)",90,"Vermont Commons School"
711,Germany,85,"UN Climate Change Conference (2020)",90,"Vermont Commons School"
248,India,107,"UN Women",90,"Vermont Commons School"
321,Serbia,103,"United Nations Economic and Social Council",90,"Vermont Commons School"
422,"United States of America",108,"United Nations Educational, Scientific, and Cultural Organization",90,"Vermont Commons School"
222,Estonia,102,"United Nations Environmental Programme",90,"Vermont Commons School"
126,Netherlands,110,"United Nations High Commissioner for Refugees",90,"Vermont Commons School"
82,Ireland,98,"United Nations Human Rights Council",90,"Vermont Commons School"
287,Portugal,106,"United Nations International Children’s Emergency Fund",90,"Vermont Commons School"
353,Syria,100,"United Nations Office on Drugs and Crime",90,"Vermont Commons School"
146,Lithuania,96,"World Health Organization",90,"Vermont Commons School"
578,Israel,95,"Accelerando 2030",124,"Western Reserve Academy"
599,"Position 12",81,Ad-Hoc,124,"Western Reserve Academy"
24,Rwanda,109,"African Union",124,"Western Reserve Academy"
810,"Brian T. Olsavsky",91,"Amazon Board of Directors (2019)",124,"Western Reserve Academy"
812,"Andrew R. Jassy",91,"Amazon Board of Directors (2019)",124,"Western Reserve Academy"
204,Somalia,104,"Arab League",124,"Western Reserve Academy"
554,"Jeffery Donaldson, Democratic Unionist Party Chief Whip",93,Brexit,124,"Western Reserve Academy"
695,"Delegate Heimrad",88,"Congress of Lutsk (1429) ",124,"Western Reserve Academy"
700,"Ambassador Vahit",88,"Congress of Lutsk (1429) ",124,"Western Reserve Academy"
636,Argentina,84,"Congress of Panama (1826)",124,"Western Reserve Academy"
45,"Belgium ",97,"Disarmament and International Security Committee",124,"Western Reserve Academy"
170,Germany,99,"European Union",124,"Western Reserve Academy"
378,Switzerland,105,"GA Plenary",124,"Western Reserve Academy"
485,"Smedley McClintock III., Senior Partner at Sullivan and Cromwell",82,"Mexican Constitutional Congress (1917)",124,"Western Reserve Academy"
669,"Martha Wright",87,"Seneca Falls Convention (1848)",124,"Western Reserve Academy"
670,"Amy Post",87,"Seneca Falls Convention (1848)",124,"Western Reserve Academy"
